Browser,#Hits,#Users,#Orgs
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; FSJB; rv:11.0) like Gecko""",2,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; FunWebProducts; rv:11.0) like Gecko""",4,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; GIL 3.5; rv:11.0) like Gecko""",251,53,5
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; IESFYINTL; rv:11.0) like Gecko""",12,7,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; IEeleven; rv:11.0) like Gecko""",3,2,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; JHMCIS-DCS; rv:11.0) like Gecko""",3,2,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; LCTE; rv:11.0) like Gecko""",36,3,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; LLY-AP-EN; rv:11.0) like Gecko""",4,2,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; LLY-EMA-EN; rv:11.0) like Gecko""",27,13,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; LLY-US-EN; rv:11.0) like Gecko""",5,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MAARJS; rv:11.0) like Gecko""",7,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MAFSJS; rv:11.0) like Gecko""",58,6,2
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MANM; rv:11.0) like Gecko""",1,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MANMJS; rv:11.0) like Gecko""",2,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MATMJS; rv:11.0) like Gecko""",1,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MATP; rv:11.0) like Gecko""",5,2,2
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MDDRJS; rv:11.0) like Gecko""",82,33,20
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MTI; rv:11.0) like Gecko""",4,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; NIMIS; rv:11.0) like Gecko""",24,12,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; NissanEurope; rv:11.0) like Gecko""",23,5,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; NissanNA; rv:11.0) like Gecko""",2,2,2
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; PLIMPOT; rv:11.0) like Gecko""",2,2,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; PRU_IE; rv:11.0) like Gecko""",37,26,3
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SICompanies; rv:11.0) like Gecko""",2,2,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3; rv:11.0) like Gecko""",3,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; TCO_20170105095551; rv:11.0) like Gecko""",1,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; TEIS-8-20091005.1; TEIS-8-20091005.1; rv:11.0) like Gecko""",16,7,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; TEIS-8-20091005.1; rv:11.0) like Gecko""",5,2,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; TGT-Citrix; rv:11.0) like Gecko""",220,40,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko""",1,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; UHG_Win7_Build 11-15-2010; rv:11.0) like Gecko""",797,332,10
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; UHG_XP_RC1; rv:11.0) like Gecko""",96,34,4
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; VISION; rv:11.0) like Gecko""",9,7,2
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; VZWEDN; rv:11.0) like Gecko""",8,4,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; WS2008 R2 SP1; rv:11.0) like Gecko""",1,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; Zurich Financial Services; rv:11.0) like Gecko""",27,10,2
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; [UserAgentString] (like .NETC40); rv:11.0) like Gecko""",5,4,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; gdn/adcp; managedpc; rv:11.0) like Gecko""",197,7,2
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; gdn/adcp; rv:11.0) like Gecko""",5,4,3
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; managedpc; gdn/adcp; rv:11.0) like Gecko""",47,22,12
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; managedpc; rv:11.0) like Gecko""",19,7,6
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko""",349675,82579,2564
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0; SE 2.X MetaSr 1.0) like Gecko""",10,7,3
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0; Sleipnir/4.5.4) like Gecko""",2,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0; YTB730) like Gecko""",1,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0; chromeframe/15.0.874.121) like Gecko""",2,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0; chromeframe/18.0.1025.162) like Gecko""",1,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0; chromeframe/23.0.1271.97) like Gecko""",3,2,2
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0; chromeframe/24.0.1312.56) like Gecko""",10,2,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0; chromeframe/24.0.1312.57) like Gecko""",1,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0; chromeframe/26.0.1410.64) like Gecko""",3,2,2
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0; chromeframe/27.0.1453.94) like Gecko""",21,9,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0; chromeframe/28.0.1500.72) like Gecko""",5,4,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0; chromeframe/31.0.1650.57) like Gecko""",1,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0; iOpus-Web-Automation) like Gecko""",1,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0; openframe/30.0.1599.0) like Gecko""",30,7,2
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0; openframe/31.0.1650.0) like Gecko""",64,29,4
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0; openframe/31.0.1650.63) like Gecko""",67,33,5
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0; vSentry) like Gecko vSentry""",3,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; tb-gmx/2.6.9; rv:11.0) like Gecko""",1,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; tb-webde/2.6.9; rv:11.0) like Gecko""",1,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; uc4; rv:11.0) like Gecko""",5,2,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; xs-In_mahSZKRA;CvIMz7; rv:11.0) like Gecko""",3,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; xs-MnrC3dO7N2c;Ct4U7u; rv:11.0) like Gecko""",1,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; xs-hcT74yowFls; rv:11.0) like Gecko""",2,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; xs-l39TOfycmVU; rv:11.0) like Gecko""",7,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; xs-n1D7oHhIIFE;CvIM4E; rv:11.0) like Gecko""",1,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; xs-pXcOjF3pGDg; rv:11.0) like Gecko""",1,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; xs-x4xuc-8HHIY;CvIMLq; rv:11.0) like Gecko""",2,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; yie11; rv:11.0) like Gecko""",11,7,7
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; yie; rv:11.0) like Gecko""",1,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; zsuser; rv:11.0) like Gecko""",20,8,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:10.0.2) Gecko/20100101 Firefox/10.0.2""",1,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:10.0.4) Gecko/20100101 Firefox/10.0.4""",1,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:11.0) Gecko/20100101 Firefox/11.0""",6,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0""",15,2,2
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:13.0) Gecko/20100101 Firefox/13.0""",22,11,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1""",6,3,2
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1""",28,4,2
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:16.0) Gecko/20100101 Firefox/16.0""",3,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/17.0 Firefox/17.0""",1,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0""",7,3,3
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0""",12,7,3
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:19.0) Gecko/20100101 Firefox/19.0""",28,4,3
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:19.0) Gecko/20100101 Firefox/19.0; xs-6e1J7CsnSp8;CnSIxC;""",3,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0""",6,5,3
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0""",4,2,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:22.0) Gecko/20100101 Firefox/22.0""",108,41,6
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0""",1,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:24.0) Gecko/ /24.0""",6,4,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0""",331,97,17
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:24.0; GomezAgent 3.0) Gecko/20100101 Firefox/24.0""",259,2,2
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:25.0) Gecko/20100101 Firefox/25.0""",173,33,4
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0""",25,12,7
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0""",46,12,3
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0""",68,18,8
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0""",134,43,13
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:30.0) Gecko/20100101 Firefox/30.0""",223,46,18
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0""",2942,214,36
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0""",282,64,17
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:33.0) Gecko/20100101 Firefox/33.0 SeaMonkey/2.30""",1,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:33.0) Gecko/20100101 Firefox/33.0""",226,35,18
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0""",46,28,16
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0""",1563,447,24
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:36.0) Gecko/20100101 Firefox/36.0""",106,37,21
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:37.0) Gecko/20100101 Firefox/37.0""",1828,225,27
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0""",4197,922,119
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0; Mozilla Firefox 38.8.0 - 11712--86""",1,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0; GomezAgent 3.0) Gecko/20100101 Firefox/38.0""",60,4,2
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:39.0) Gecko/20100101 Firefox/39.0""",536,155,34
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0""",6052,105,40
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 IceDragon/40.1.1.18 Firefox/40.0.2""",3,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:41.0) Gecko/20100101 Firefox/41.0 OWASMIME/4.0500""",1,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:41.0) Gecko/20100101 Firefox/41.0""",617,153,39
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0""",778,116,34
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0 SeaMonkey/2.40""",1,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0""",905,190,81
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:44.0) Gecko/20100101 Firefox/44.0""",577,172,43
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0 (Pale Moon)""",2,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0""",92055,9749,310
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0; Firefox 45.5.0 - 11712-1502020039-1.31""",1,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0; Firefox 45.5.1 - 11712-1502020039-1.31""",14,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0; Firefox 45.6.0 - 11712-1502020039-1.32""",8,6,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0; Mozilla Firefox 45.3.0 - 11712-""",1,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0; .NET CLR 4.0.30319; ffco7) Gecko/20100101 Firefox/45.0""",2,2,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.9) Gecko/20100101 Goanna/3.0 Firefox/45.9 PaleMoon/27.0.3""",2,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:46.0) Gecko/20100101 Firefox/46.0""",1375,183,63
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0""",3380,873,180
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0""",3048,645,112
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:49.0) Gecko/20100101 Firefox/49.0 SeaMonkey/2.46""",14,3,2
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:49.0) Gecko/20100101 Firefox/49.0""",4341,913,172
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:5.0.1) Gecko/20110720 Firefox/5.0.1""",1,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0""",72545,12482,1661
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0; .NET CLR 4.0.30319; ffco7) Gecko/20100101 Firefox/50.0""",1,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.1) Gecko/20100101 Firefox/50.1; xs-BENvqF7MoaM;""",2,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0""",806,108,47
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0""",89,11,10
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0""",2,1,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0.1) Gecko/20100101 Firefox/8.0.1""",2,2,1
"Mozilla/5.0 (Windows NT 6.1; WOW64; vSentry; vSentry) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36vSentry""",1,1,1
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",1,1,1
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36""",56,36,1
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36""",25,17,3
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36""",7,3,1
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36""",23,8,3
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.99 Safari/537.36""",112,23,2
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36""",8,6,1
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36""",23,11,2
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.91 Safari/537.36""",6,2,1
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36""",2,1,1
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.101 Safari/537.36""",17,1,1
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.118 Safari/537.36""",48,20,2
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.89 Safari/537.36""",33,16,5
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36""",23,10,2
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36""",1,1,1
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36""",1,1,1
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.130 Safari/537.36""",13,8,1
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36""",3,2,2
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36""",294,169,3
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36""",32,10,3
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.125 Safari/537.36""",2,1,1
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36""",89,29,4
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36""",58,28,4
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.89 Safari/537.36""",4,3,2
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36""",133,35,2
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.15 Safari/537.36""",2,1,1
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36""",58,11,4
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 Safari/537.36""",2,2,2
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.80 Safari/537.36""",590,138,12
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36""",205,53,6
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36""",20,8,5
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.111 Safari/537.36""",32,15,8
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.73 Safari/537.36""",193,33,2
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.80 Safari/537.36""",43,20,6
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.103 Safari/537.36""",8,4,3
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.109 Safari/537.36""",113,12,5
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36""",41,16,4
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.82 Safari/537.36""",12,3,2
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.97 Safari/537.36""",124,48,3
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2612.0 Safari/537.36""",2,1,1
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36""",88,23,12
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36""",109,23,7
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.75 Safari/537.36""",6,4,4
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36""",92,14,7
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2641.0 Safari/537.36""",1,1,1
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2652.0 Safari/537.36""",1,1,1
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36""",268,100,23
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36""",62,12,9
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.87 Safari/537.36""",14,4,4
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.94 Safari/537.36""",405,136,16
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36""",3204,770,44
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.106 Safari/537.36""",4441,333,59
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.29 Safari/537.36""",4,3,2
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.47 Safari/537.36""",9,1,1
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.54 Safari/537.36""",5,1,1
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.63 Safari/537.36""",31,14,13
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36""",76,29,11
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.84 Safari/537.36""",460,113,37
